id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
2e2e8216-6011-46bd-9674-80be8c2e6816,Sophia Peixoto,1938-07-20,614.651.814-00,51318-469,Farias,RJ,Brasil,M,(041) 7551-0254,61465181400@exemplo.com.br,2023-08-14
7a3ee9ac-a797-4bb7-b6d6-008d1e1c6477,Ana Carolina da Mota,1987-02-25,325.818.740-17,71164418,da Rosa de Fernandes,AP,Brasil,F,+55 (084) 8116 4464,32581874017@exemplo.com.br,2025-03-23
5d4b47c6-d2a2-4ec3-b4a8-b96a816a4931,Dante Rocha,2007-03-08,034.411.759-16,26315-871,Marques,AM,Brasil,F,84 5165-0281,03441175916@exemplo.com.br,2024-04-17
abfdfb68-793d-47b0-a092-be821d8404f0,Nina Martins,1950-12-29,923.434.548-80,18651-372,Alves,MG,Brasil,F,+55 61 2194 6061,92343454880@exemplo.com.br,2024-09-22
09d23d84-bb13-478c-bbb1-d5774c655327,Ana Lívia Cardoso,1983-02-08,645.208.826-37,44537-807,Sampaio de Goiás,ES,Brasil,M,(081) 9080-5615,64520882637@exemplo.com.br,2024-03-12
cd7bed9f-d713-4579-b8a6-9acecf63e7d1,Dra. Milena Marques,1983-09-15,909.598.246-54,21369440,Teixeira,BA,Brasil,M,+55 84 4098-8151,90959824654@exemplo.com.br,2023-11-20
70b42ad6-0e42-4c95-b7c6-6f2311849e12,Srta. Natália Macedo,1977-11-05,491.126.888-74,40558454,Costela,AC,Brasil,M,+55 (081) 9960-8557,49112688874@exemplo.com.br,2024-06-09
1379247e-d6f8-430a-b4d1-331c5261c32a,Maria Liz Novaes,1961-12-07,630.065.070-24,77333311,Siqueira,SC,Brasil,M,61 4383-1340,63006507024@exemplo.com.br,2024-03-09
e2a53245-ff05-4121-bf43-817f121452b1,Sra. Catarina Costela,1962-08-21,198.582.986-33,49616757,Ramos,AP,Brasil,M,+55 31 6678 3529,19858298633@exemplo.com.br,2023-07-24
958503cb-fbcf-4f21-bc6d-25de61fbd639,Kaique Souza,1951-02-03,614.762.056-17,13330-446,Barros da Mata,BA,Brasil,F,+55 31 9884-2964,61476205617@exemplo.com.br,2024-02-29
aeda811f-1b27-4049-b185-28d117c09c48,Henrique Fogaça,1985-01-22,855.147.208-81,26205-395,da Rosa,SC,Brasil,M,+55 71 9484-8160,85514720881@exemplo.com.br,2024-10-28
6014e871-7541-462d-9b30-1e27f03f7fbb,Anthony Nascimento,1968-09-11,803.253.357-30,29551-352,Azevedo,AP,Brasil,M,11 2521 4425,80325335730@exemplo.com.br,2024-05-29
28ee007f-6d67-4d87-bf36-792f9433e1c8,Davi Luiz Duarte,1988-01-05,898.914.585-21,85763145,Rocha de Farias,MA,Brasil,F,(051) 4692 5221,89891458521@exemplo.com.br,2023-08-27
406ef26d-482b-4092-ba62-8f297caaff52,Eloah Fonseca,1936-05-26,455.058.254-35,94169039,Sales,RJ,Brasil,F,84 0450 7997,45505825435@exemplo.com.br,2025-06-16
eba0be13-3b7d-4307-a6b7-0ea76a17238c,Stephany Aragão,1976-10-30,351.102.028-17,79472-521,Teixeira,GO,Brasil,M,31 6021-1748,35110202817@exemplo.com.br,2025-02-02
3063bd5e-9fe1-41c3-9026-33acaeb56196,Srta. Maria Isis Cunha,1999-04-02,500.266.450-18,92915748,Ribeiro,RN,Brasil,F,+55 21 7013-8432,50026645018@exemplo.com.br,2025-05-15
dff58422-1caf-495e-8f03-5a062e57a6a0,Samuel Gonçalves,1984-05-09,143.392.523-67,76428599,da Mota,SP,Brasil,M,+55 (041) 9550-1057,14339252367@exemplo.com.br,2025-04-09
da63e651-3156-40d7-9796-117c4eef924a,Srta. Larissa Montenegro,1985-03-05,293.688.784-13,22058822,Martins do Campo,AL,Brasil,M,+55 51 6008 7350,29368878413@exemplo.com.br,2023-09-30
5acc5ba6-06ff-48a7-bd63-1f5f503e25f2,Isabela Alves,1950-07-20,312.630.949-22,65168961,Rios Alegre,ES,Brasil,F,21 4598-6507,31263094922@exemplo.com.br,2024-03-21
992ad684-7731-4283-8ce5-dbf5b168b1c0,Bernardo Montenegro,1977-10-01,792.251.243-71,33893-681,Dias do Oeste,PE,Brasil,M,61 7891-6110,79225124371@exemplo.com.br,2025-01-18
a0616333-f2aa-4c68-b19b-1491f0bd9afd,Benjamim Teixeira,2005-03-07,867.258.991-43,10856-359,Cassiano da Prata,RR,Brasil,F,+55 84 3770-1108,86725899143@exemplo.com.br,2024-03-03
256d2153-f87c-496c-b494-fbcfea75d3a8,Thiago Cardoso,1986-09-18,322.007.817-23,51074-116,Gonçalves de Mendonça,ES,Brasil,F,21 8427-4485,32200781723@exemplo.com.br,2023-10-12
a12ded96-73b2-42d1-a753-b5381c6d5631,Sr. José Miguel Abreu,1964-10-30,969.529.915-30,23414373,Gomes de Nunes,MT,Brasil,F,(011) 3911-3040,96952991530@exemplo.com.br,2023-07-21
149b4d14-4b4d-45c1-9da4-942a378751fb,Caroline Farias,1944-10-21,525.671.039-24,44223-394,da Paz do Amparo,PA,Brasil,F,+55 (041) 9818 8549,52567103924@exemplo.com.br,2024-05-27
c63ced6a-2f6d-4e99-a299-d20c3be31c78,Leonardo da Mata,1989-06-01,507.444.224-48,32183476,Casa Grande,ES,Brasil,M,(071) 8548-7505,50744422448@exemplo.com.br,2025-01-13
4c676bae-dc0e-4d93-a82a-1d8359a704e3,Mariah Mendonça,1987-05-25,757.566.847-10,38017-672,da Costa,GO,Brasil,F,51 3768 1755,75756684710@exemplo.com.br,2023-08-17
2b0b5e16-6cb9-4bf8-83f2-2ea73be70deb,Isabella Barbosa,1989-04-08,677.618.942-97,16412-831,Borges,PI,Brasil,F,41 5786-3744,67761894297@exemplo.com.br,2023-11-09
b48afec1-9809-412a-a634-3d04abe7aeff,Alícia Araújo,1955-01-22,206.338.175-01,14420-830,Santos do Amparo,PB,Brasil,M,(084) 4446-0904,20633817501@exemplo.com.br,2024-03-25
7fcca892-1716-43f6-9c47-4f6d67357e44,Luna Leão,1979-02-14,221.408.727-35,54417-519,Fogaça das Pedras,MS,Brasil,M,+55 41 3502 7102,22140872735@exemplo.com.br,2024-02-17
1d6f2b1c-3058-477c-8921-74bf67f04c38,Sr. Brayan Cardoso,1953-10-08,859.099.923-62,74813079,Oliveira,MA,Brasil,F,(041) 6542 2741,85909992362@exemplo.com.br,2025-04-09
b070e746-be51-4d14-a659-0ce4a096aaf3,Sra. Cecilia Cirino,1954-07-10,982.432.572-43,33175-270,Araújo,AL,Brasil,M,(011) 3624-5289,98243257243@exemplo.com.br,2023-08-30
82ca23e9-746c-480f-b486-98cd8e2fceab,Dra. Emilly Nunes,1981-01-12,168.772.126-88,52212-083,Gomes do Galho,SP,Brasil,F,11 1412-4562,16877212688@exemplo.com.br,2024-03-17
0c1c0820-26c0-4008-9d50-3ae739d3edfa,Cauê Nunes,1999-12-15,748.275.694-78,21085515,da Rocha do Amparo,ES,Brasil,F,+55 (021) 3995 8073,74827569478@exemplo.com.br,2024-12-17
5b675dca-85a2-4406-aa27-ef4021e53007,Ágatha Fonseca,1996-04-05,618.799.542-49,59250618,Sampaio Grande,RS,Brasil,M,+55 41 1000 7388,61879954249@exemplo.com.br,2023-11-09
ddefbc02-b42f-4ab1-8971-4c6831f517be,Mariane Câmara,1942-01-25,990.576.130-84,80086597,da Costa da Prata,RR,Brasil,M,71 9625-2419,99057613084@exemplo.com.br,2024-06-04
59e3b619-afcd-4525-bfea-2a6555310320,Alana Gonçalves,1952-02-22,148.348.966-34,65787701,Fogaça do Campo,MT,Brasil,F,(011) 5877 1141,14834896634@exemplo.com.br,2024-02-27
f3b298b1-7f15-4f0f-bbcd-64feec4eefba,Miguel Fonseca,2001-12-27,674.249.761-66,73620421,Campos Alegre,MA,Brasil,F,(061) 4107 2434,67424976166@exemplo.com.br,2025-04-17
20861bc7-e846-432e-b711-fc9b1d8257ec,Sra. Bárbara Câmara,1979-11-01,528.146.855-64,20203-381,Cavalcanti,AL,Brasil,M,+55 (011) 6860 7367,52814685564@exemplo.com.br,2025-04-25
98c651f8-bec6-4497-a31f-80c2b2c76ab1,Benjamin Silva,1952-01-01,609.919.173-17,62984-920,Cavalcante de Novaes,AP,Brasil,M,+55 (041) 3710 6106,60991917317@exemplo.com.br,2025-03-23
1ae0f285-f42b-4133-9688-ee5ceea8ffa2,Letícia Martins,1977-11-04,812.711.338-14,89445240,Macedo,PI,Brasil,F,+55 41 8957-4543,81271133814@exemplo.com.br,2024-08-19
766d6ad8-e65a-42b1-9f90-fdfcaa13f493,Srta. Manuella Almeida,2003-11-03,217.745.456-66,19218-854,Vasconcelos,AC,Brasil,F,(011) 1860-2452,21774545666@exemplo.com.br,2024-05-31
8714c156-f083-4f6d-ae94-ee8332311bac,Helena Albuquerque,1993-03-05,307.878.037-88,31464742,Peixoto,RO,Brasil,F,+55 51 8047 1306,30787803788@exemplo.com.br,2025-01-05
6c6d5841-e20c-4ced-bf29-8699e8001db2,Thales Silveira,1977-01-14,269.948.182-77,42347-879,da Mata de Guerra,SP,Brasil,M,+55 (081) 1128 0734,26994818277@exemplo.com.br,2024-01-23
77b7b398-a966-425f-b2b8-6f5ba3899176,Calebe Rocha,1941-08-06,073.379.221-39,74169-463,Gonçalves da Prata,MG,Brasil,F,(041) 2549 8215,07337922139@exemplo.com.br,2025-04-29
087eb436-bd47-4b8c-81f5-4ac0c90a74a6,Natália Albuquerque,2004-09-30,659.247.910-47,79001916,Porto de Marques,PA,Brasil,M,+55 (084) 4612-8803,65924791047@exemplo.com.br,2025-06-15
c3680cc4-da11-49a7-bc08-f23d035f0c89,Dr. Yago Teixeira,1999-11-07,309.832.911-60,75249134,da Rosa da Praia,SC,Brasil,M,+55 (081) 8590 7979,30983291160@exemplo.com.br,2024-12-18
2a8e2a9b-b716-4e7d-a058-bbfeea1e33d0,Henrique Cavalcanti,1984-03-29,987.243.982-00,02779925,Guerra,TO,Brasil,M,61 6184 6094,98724398200@exemplo.com.br,2023-10-13
be1f7cca-5266-46c6-a506-dee5a34905b8,Melina Carvalho,1950-12-17,155.965.435-90,41634458,Vargas Alegre,PI,Brasil,F,21 8757 2678,15596543590@exemplo.com.br,2024-04-10
6001acdf-50b9-401f-a29e-99bbbc55ad88,Caleb Carvalho,1970-12-22,114.435.107-47,80691268,Sampaio,ES,Brasil,F,(061) 2314 1340,11443510747@exemplo.com.br,2025-05-17
17a3bfca-8c36-4095-9f23-09e501871140,Maria Vitória Castro,1987-01-16,861.608.220-46,83441-876,Azevedo das Pedras,SE,Brasil,M,+55 (051) 0028 0743,86160822046@exemplo.com.br,2023-12-30
b2ef5678-35ab-4b5f-a232-f95c4e1936e7,Alexia Martins,1990-02-28,000.171.332-56,27916906,Nunes de Aparecida,SP,Brasil,M,+55 21 9663-3766,00017133256@exemplo.com.br,2025-07-14
403a3673-2a35-4cda-b3bc-83a20065bf49,João Miguel Ferreira,1967-08-17,068.735.177-56,40358-244,Costa da Serra,DF,Brasil,F,(061) 3395-4566,06873517756@exemplo.com.br,2024-07-12
d7775bcd-8e5c-4d57-879d-2fc74471cd18,Ana Julia Cavalcanti,1999-08-23,563.397.226-24,06242-453,Aragão,AC,Brasil,F,+55 (011) 2794-3146,56339722624@exemplo.com.br,2024-11-20
068fe4f6-6f6d-43df-88dd-87658d182045,Sra. Sabrina Abreu,1959-05-16,806.504.196-67,46453276,Nogueira de Cardoso,PR,Brasil,M,41 4410 1732,80650419667@exemplo.com.br,2025-04-26
fe871449-14ab-4053-bd6f-f8628b9d903d,Davi Miguel Câmara,2003-10-09,913.535.105-58,03065-663,Lopes Verde,AC,Brasil,F,+55 11 7953 2233,91353510558@exemplo.com.br,2025-01-02
11679f89-29be-4a9e-a9e3-7fc10020b990,Sarah Fonseca,1936-06-04,329.347.133-38,69544646,Martins,AL,Brasil,F,0800-375-3160,32934713338@exemplo.com.br,2023-10-21
6fdf37ec-bcf7-41ab-8cd6-d071c0c505a6,Erick da Rocha,1996-03-28,711.004.690-91,77777-498,Mendes,AL,Brasil,F,+55 (051) 8405-3322,71100469091@exemplo.com.br,2025-04-23
f3e7ac3e-1ad6-434f-bc9e-13b49ccb795e,Sr. José Barbosa,1962-03-01,450.560.247-60,99499026,Lima,GO,Brasil,F,+55 (031) 6848 0399,45056024760@exemplo.com.br,2024-02-10
2656d602-fc0a-49f5-ac79-ada1a27ab46d,Lunna Nunes,1965-12-08,143.707.399-53,63109-382,Silveira,GO,Brasil,M,+55 (071) 5463-3958,14370739953@exemplo.com.br,2023-09-02
45c6336d-7dd5-40b5-af66-c6c60ae11ccf,Davi Lucas Porto,1942-04-23,228.718.973-16,01178925,Almeida,ES,Brasil,F,84 8712-7651,22871897316@exemplo.com.br,2024-02-13
f973ba7a-eda7-4127-9ccf-0babe6297969,Cauã Leão,1942-07-25,854.417.384-00,48312934,Ramos de Viana,GO,Brasil,F,21 6558 7929,85441738400@exemplo.com.br,2023-11-19
0bae7cdd-e250-4909-bef5-59d39078fbe7,Vinicius Sampaio,1975-09-23,933.752.015-31,44931-664,Andrade do Norte,AC,Brasil,M,(031) 8294-0601,93375201531@exemplo.com.br,2023-08-31
1c0219ae-90f4-4bb9-a98c-7b7bb546abc8,Rodrigo Siqueira,1999-03-26,238.524.665-32,00829733,Abreu,MS,Brasil,M,(071) 2522 3706,23852466532@exemplo.com.br,2024-05-15
9da5ee06-1467-465f-80c0-503bbad3e8b6,Srta. Clarice Santos,1988-01-21,143.408.665-13,02923819,Camargo,PI,Brasil,M,+55 41 9011-8585,14340866513@exemplo.com.br,2023-12-04
eef34e19-b544-4992-93e3-2b51646056cb,Heitor Vasconcelos,1948-04-15,753.307.181-62,71590303,Ribeiro,BA,Brasil,F,(071) 3530 6717,75330718162@exemplo.com.br,2023-11-09
54e572c0-b47b-49f1-8aa0-1bf60df3f7df,Elisa Montenegro,1985-06-04,807.322.060-88,11458-857,Rezende,TO,Brasil,F,+55 (031) 2551-6653,80732206088@exemplo.com.br,2023-08-02
14184f99-60a9-43d0-8847-b519bf2c8970,Henry Vieira,1952-05-13,129.952.619-03,96722588,Novaes,CE,Brasil,M,(051) 5019 4129,12995261903@exemplo.com.br,2025-03-02
c5edba8d-5466-4ae7-9f17-4e9020adf2b3,Eloá Gomes,1951-01-14,537.935.257-74,21499569,Peixoto dos Dourados,DF,Brasil,F,+55 61 7676-8616,53793525774@exemplo.com.br,2023-07-22
89012d34-61e1-4e9b-a35b-d6fcca0e8455,Ryan Souza,2007-02-01,621.019.517-52,73297-652,Rios,CE,Brasil,F,+55 61 4110-4761,62101951752@exemplo.com.br,2024-04-20
aaf99fdb-f2dd-4934-ac65-7647c1636e98,Amanda Siqueira,1987-03-15,255.541.744-42,95223561,Câmara da Mata,CE,Brasil,M,+55 (041) 4831 6838,25554174442@exemplo.com.br,2024-09-27
6dd2d7a6-1e3f-4bb5-8093-3ba415d2cc4f,Felipe da Cruz,1962-02-14,582.080.070-29,93203-363,Peixoto,GO,Brasil,F,+55 71 4413-7224,58208007029@exemplo.com.br,2025-06-22
0dbceb07-bb52-4d62-a7e5-2812b7874a50,Heitor Dias,1983-08-22,059.352.778-79,30308970,Borges das Flores,GO,Brasil,F,(021) 5373-9847,05935277879@exemplo.com.br,2024-06-05
dfead7e6-0232-4c80-b6cf-a89eab419656,Matteo Vargas,1966-06-29,854.622.010-97,77382202,Pimenta,RJ,Brasil,M,+55 71 6434 5339,85462201097@exemplo.com.br,2024-12-13
555f4a30-db85-4e0d-a517-951a57fa3aac,Maria Sophia Araújo,1994-04-03,289.130.862-50,14551-860,da Cunha,RJ,Brasil,M,+55 11 0736 0143,28913086250@exemplo.com.br,2025-07-19
3a5c3c2c-a09e-4df7-aee5-4e604c7ad4d5,Aurora Sousa,1939-07-09,106.567.292-98,46412031,das Neves do Sul,DF,Brasil,M,11 8471 0735,10656729298@exemplo.com.br,2024-04-10
12be9832-bc79-4b8c-ad6d-09832513632e,Sr. André Abreu,1947-11-13,678.579.897-76,84416-478,Rodrigues,RO,Brasil,F,+55 (084) 5988-6468,67857989776@exemplo.com.br,2024-11-23
d84eca30-8351-4a1c-9f36-454c2abce1a5,Ravy Porto,1957-09-06,880.454.385-16,04290226,Gomes do Amparo,SP,Brasil,M,(021) 0647 1276,88045438516@exemplo.com.br,2024-01-14
b389eb24-da1f-4e60-a3fc-d41a4d4206d5,Isabella Nunes,1964-11-03,194.315.614-92,93274488,Carvalho,PI,Brasil,F,41 9485 0741,19431561492@exemplo.com.br,2025-05-17
4e44c5c0-3918-4834-8b8b-9e114777cd93,Sra. Maria Sophia Cassiano,1986-02-13,496.241.240-55,21878360,Souza,RR,Brasil,F,(031) 9232-9573,49624124055@exemplo.com.br,2025-04-20
a3d021bf-0063-4107-85f2-6ed03369a8b3,João Gabriel Almeida,1985-10-28,513.535.583-15,54855228,Barros,PR,Brasil,F,+55 (051) 1830 4821,51353558315@exemplo.com.br,2024-01-19
3a80f38c-44eb-4fd8-a7d3-d000e36699b0,Dra. Emanuelly Abreu,2000-11-07,401.592.175-23,96592823,Brito,RR,Brasil,F,11 8619-7533,40159217523@exemplo.com.br,2024-06-11
a0f22b6e-5e27-49cb-a8be-408eef17ee1a,João Gabriel das Neves,1970-11-09,901.201.828-10,34721-518,Camargo,MG,Brasil,M,+55 51 3995 1661,90120182810@exemplo.com.br,2024-09-27
20878a76-da38-4a6c-be78-9937af526e6b,Luísa Nunes,1997-02-17,839.076.758-91,56009162,Gomes,CE,Brasil,M,0900-504-5227,83907675891@exemplo.com.br,2025-06-27
7b4ee5eb-bff7-4574-8077-be04b671fe42,Guilherme Vieira,1962-12-19,981.800.375-36,85130-663,Pires,RO,Brasil,M,+55 (011) 9272 1097,98180037536@exemplo.com.br,2024-02-19
70347055-3e68-4a65-8a76-0b17eaae3eea,Isabela Rezende,1999-03-16,324.191.103-80,04863534,Pacheco da Mata,GO,Brasil,F,+55 51 1680 7144,32419110380@exemplo.com.br,2024-10-06
dd168018-6b47-4a3d-a464-a946de1a7d7b,Sr. Valentim Sá,1983-12-01,513.930.052-82,97621-434,Pires,PR,Brasil,F,(041) 1023 3633,51393005282@exemplo.com.br,2025-03-23
99944032-2d27-4bfe-8dbb-0071bfb54ae0,Cauê Abreu,1999-09-15,465.953.623-61,74914-684,Rodrigues,CE,Brasil,M,(071) 5053 9521,46595362361@exemplo.com.br,2023-12-28
bcd9e688-3f53-4627-bd7d-e93dea26a1f0,Davi Miguel Dias,1971-08-16,140.297.084-59,56452584,Fernandes,PE,Brasil,M,11 5412 4069,14029708459@exemplo.com.br,2023-08-30
7ac8ab3c-c42c-4c7f-97d3-e51117d3d855,Isaac Rodrigues,1996-02-19,297.390.244-15,32621-386,Farias Alegre,SP,Brasil,M,81 9426 6837,29739024415@exemplo.com.br,2025-03-20
ab327e61-bebc-40d6-a123-12b8360029f5,Isabela Rocha,1970-05-25,627.728.992-98,70274-658,Melo,MS,Brasil,M,0300-668-8844,62772899298@exemplo.com.br,2023-09-24
75c22675-ee75-40e6-9ed0-6610fbeb2924,Ravy Mendonça,1988-03-31,501.415.113-99,22684-748,Moraes de Porto,AL,Brasil,M,84 2350 6180,50141511399@exemplo.com.br,2025-06-29
5a5f80b8-19cd-4b5d-90de-12e515c56b8d,Gustavo Henrique Pinto,1977-07-03,618.006.262-86,96162-294,Pinto do Oeste,CE,Brasil,M,+55 (031) 0158 2085,61800626286@exemplo.com.br,2024-07-13
1e55f678-2a3a-4867-8217-0c5322d584ff,Maria Clara Cavalcanti,1947-01-06,192.446.436-50,04524446,Cunha,PE,Brasil,F,+55 (031) 3191-8781,19244643650@exemplo.com.br,2024-04-14
8e26206c-14f2-46c5-b2bf-261c2b8b5e91,Evelyn Pires,1951-11-21,584.124.207-35,06367-974,Brito da Serra,RR,Brasil,F,51 8171 1398,58412420735@exemplo.com.br,2024-06-14
e0875088-0455-429e-97ea-3089cc2cd195,Thales Melo,1938-01-09,892.872.029-26,98818947,Ferreira,RO,Brasil,M,(031) 4309-5815,89287202926@exemplo.com.br,2025-07-03
3e224654-a9bf-4b34-bbf2-b6b8b8a1234b,Yan Peixoto,1959-04-28,362.223.537-76,87563138,Viana,MA,Brasil,M,+55 81 4283 6910,36222353776@exemplo.com.br,2025-04-10
43fa7649-a302-4338-8745-9d576132833f,João Vitor Martins,1972-06-29,882.230.358-15,67105189,Fonseca do Norte,GO,Brasil,F,21 2913-1837,88223035815@exemplo.com.br,2024-03-16
29ea8f12-8e14-45be-a965-760f53c96b4f,Yan Mendes,1975-07-05,582.380.760-60,81239666,Vieira,MS,Brasil,M,+55 71 0434-7723,58238076060@exemplo.com.br,2023-11-09
cb2668a6-699b-47b5-8317-b31b73679253,Júlia Pires,1976-04-18,978.786.166-94,64433-231,Carvalho de Costela,RJ,Brasil,F,(061) 7879-9410,97878616694@exemplo.com.br,2024-06-23
82f3441a-371e-4ff4-aac0-35cc2c09226d,Catarina Gomes,2006-10-24,920.917.308-16,86874-304,Santos do Galho,RO,Brasil,M,21 4144-1747,92091730816@exemplo.com.br,2024-01-09
62675cb5-742d-42bb-8fd6-a3d01da7a2bf,Sr. Liam Costa,1974-06-27,289.363.847-12,14665-104,Viana,SC,Brasil,F,61 5454 9312,28936384712@exemplo.com.br,2024-04-05
0116fcaa-920d-48fa-9b13-e90a0ee029cc,Ryan Brito,1947-08-31,506.567.243-96,71355-839,Novais de Novais,PA,Brasil,M,(071) 4867-9873,50656724396@exemplo.com.br,2025-06-24
76a3af34-8e3d-4e6f-8e65-1f9e33746aaa,Emilly Peixoto,1969-02-13,713.916.351-75,58099-136,Viana,DF,Brasil,F,61 4428 6693,71391635175@exemplo.com.br,2024-04-25
7cf829b2-fb1c-44a6-8c59-907aae40532a,Sofia Cirino,2005-11-16,048.785.685-02,65528372,Vasconcelos,BA,Brasil,F,(011) 1440-1451,04878568502@exemplo.com.br,2024-12-05
ad536fd2-3dc4-4ae1-b0ac-05ebd2a3d271,Alícia Melo,1950-06-04,211.868.969-72,18993727,Rios dos Dourados,SP,Brasil,M,+55 (051) 1519 3316,21186896972@exemplo.com.br,2025-06-17
3970c392-3cf5-4915-9085-71ff0fe95a6b,Evelyn Silva,1992-12-15,885.776.825-72,62146-603,Fonseca,RO,Brasil,F,(021) 3548 3552,88577682572@exemplo.com.br,2024-08-21
a6764122-5964-4e9c-9faa-70bdd353da54,Thales Nunes,1980-10-13,652.724.180-95,11271-363,Castro da Mata,SE,Brasil,F,0500-608-6225,65272418095@exemplo.com.br,2025-06-25
22ea2c06-0157-40b5-8782-9340294d1bba,Apollo Pinto,1971-04-15,758.874.723-62,45222784,Silveira,DF,Brasil,M,(081) 4093 9715,75887472362@exemplo.com.br,2024-11-21
bdae4dfd-07cc-47c2-8863-a0d6b7be7d80,Léo Aparecida,1988-11-29,525.183.036-00,13721447,Duarte,MS,Brasil,F,+55 84 3347 4075,52518303600@exemplo.com.br,2025-07-18
4bcd00a9-ee56-41c8-a3d8-ad344bd3f341,Maria Fernanda Jesus,1971-09-11,300.502.822-02,07669157,Castro,PE,Brasil,F,(071) 1538-5760,30050282202@exemplo.com.br,2023-08-08
d4566d78-0c8c-4c7a-b205-27e251b6af07,Dom Ferreira,1962-07-12,621.721.853-17,80270-546,Brito,PB,Brasil,M,0800 879 4405,62172185317@exemplo.com.br,2025-05-24
ab4563ac-1f09-4162-9971-3a4f957b3403,Mirella Rezende,1995-05-16,672.721.492-98,42234-538,Melo,SC,Brasil,M,81 4762-2585,67272149298@exemplo.com.br,2024-10-25
ce4e71cf-c8ba-4581-be46-b65624e96bec,Luna Cirino,1940-01-18,254.220.904-89,52606710,Carvalho de Porto,AP,Brasil,M,+55 (081) 4366 8577,25422090489@exemplo.com.br,2025-06-03
7e79e506-4107-4821-94a9-e0b76e23e8fd,Davi Lucca Peixoto,2004-07-06,159.433.972-97,36355-048,Teixeira Alegre,PI,Brasil,M,(084) 3633 2516,15943397297@exemplo.com.br,2025-02-16
75d412c0-eab9-4b29-9545-a726aa116ce3,Oliver da Cruz,1962-04-27,789.819.872-16,42142020,Nascimento de Vargas,TO,Brasil,F,+55 31 3554 5566,78981987216@exemplo.com.br,2024-06-14
73f311e7-210c-42ca-95b5-ceeb1adde9f4,Alice das Neves,1939-12-23,415.836.273-88,12111-585,da Conceição de Minas,SE,Brasil,F,0300 910 2115,41583627388@exemplo.com.br,2024-04-30
3027d531-4642-4668-b870-0c90fd1ce226,Dr. João Vitor Souza,2003-10-19,741.949.278-19,03433635,das Neves,CE,Brasil,M,0800-560-1003,74194927819@exemplo.com.br,2023-08-15
8f40962f-12ff-4750-a5d4-c3a34bf60ee1,Caio Araújo,1984-10-27,093.921.931-16,53655657,Rocha,AC,Brasil,M,0500 995 5244,09392193116@exemplo.com.br,2024-05-11
e6234fee-76e7-419e-9108-4d902e4a998d,Olivia Teixeira,1972-11-18,062.340.541-97,46006985,Cassiano de Garcia,MA,Brasil,M,+55 81 8749 2583,06234054197@exemplo.com.br,2024-02-28
336baa8f-d682-452b-b32d-d1b0d54492fd,Sophia Vasconcelos,1995-10-28,397.883.904-25,87853553,da Mota do Amparo,PE,Brasil,F,0300-876-2463,39788390425@exemplo.com.br,2025-02-10
094471cc-be34-4afa-a169-34338050eeb8,Vitória Cavalcante,1971-01-05,464.120.505-63,23042-114,da Paz,MA,Brasil,M,0800 585 3007,46412050563@exemplo.com.br,2025-02-14
24a53009-0127-48c2-8a4d-12715afbfc34,Erick Marques,1934-12-08,328.063.104-68,56765-784,Porto Alegre,PR,Brasil,F,+55 (051) 3201-6060,32806310468@exemplo.com.br,2024-07-09
1a327079-2020-4b9a-96ca-11e18195ba01,Diogo Moura,1964-10-23,135.761.381-57,53018460,Cavalcanti de Brito,DF,Brasil,F,+55 (061) 9761-5393,13576138157@exemplo.com.br,2025-03-21
ca1ebb4b-b23d-4abb-a594-be237006f2ef,Melissa Leão,1955-12-31,331.672.770-70,75564865,Souza de Castro,AL,Brasil,M,+55 71 0675 2895,33167277070@exemplo.com.br,2025-05-03
8ac386c1-91eb-492d-af7d-438b06561d16,Mariane Silveira,1979-03-21,557.558.611-39,42488262,Silveira,BA,Brasil,M,+55 (051) 5551-2010,55755861139@exemplo.com.br,2025-02-01
d23e361e-d124-467f-90cc-c226c7d45620,Larissa Borges,1963-09-23,266.351.495-22,36915-323,Rios do Campo,AL,Brasil,F,+55 (041) 8130-4286,26635149522@exemplo.com.br,2024-07-30
8a8f43db-b63f-4051-a088-aa400547fb23,Rafael Abreu,1992-05-23,455.201.980-04,71921-924,Correia,PI,Brasil,F,+55 (084) 9905-1111,45520198004@exemplo.com.br,2024-10-11
3ccb053e-43e3-41eb-ae05-c10a532d136b,Vinícius Moreira,1948-09-20,655.518.867-23,03023-171,Farias de Souza,PA,Brasil,F,84 1081 5294,65551886723@exemplo.com.br,2024-06-06
be9812f4-be34-4e2e-a0ad-cb2c00c8a4fa,Alice Ribeiro,1938-11-23,239.221.188-78,52908957,Porto,AC,Brasil,F,(084) 4512 9918,23922118878@exemplo.com.br,2024-02-15
05254ab7-cadf-4e93-a3fe-5dc2d56c9cb6,Sr. João Felipe Porto,1957-05-01,143.522.246-88,64822130,da Rocha de Machado,AM,Brasil,F,11 9729 5117,14352224688@exemplo.com.br,2024-03-04
2ea4d9a9-4740-4303-bacc-beaaf51d574a,Fernanda Macedo,2001-12-23,494.900.356-03,08228768,Cavalcanti de Minas,PE,Brasil,F,+55 84 2060-2247,49490035603@exemplo.com.br,2025-02-06
c78f0643-143e-42dc-8638-57fcda64808d,José Miguel Silveira,1996-03-10,946.964.279-50,29439-734,Barros de da Costa,RO,Brasil,M,(081) 0682 3396,94696427950@exemplo.com.br,2025-02-07
